Date,Price,Open,High,Low,Change
01/11/2011,"7,337.10","7,565.00","7,565.00","7,303.80",-3.01%
31/10/2011,"7,565.00","7,803.90","7,803.90","7,562.80",-3.06%
28/10/2011,"7,803.90","7,814.00","7,814.50","7,756.70",-0.13%
27/10/2011,"7,814.00","7,506.10","7,864.50","7,506.10",4.10%
26/10/2011,"7,506.10","7,400.80","7,528.60","7,369.20",1.42%
25/10/2011,"7,400.80","7,547.60","7,547.60","7,389.10",-1.94%
24/10/2011,"7,547.60","7,431.10","7,556.00","7,431.10",1.57%
21/10/2011,"7,431.10","7,273.90","7,431.60","7,273.90",2.16%
20/10/2011,"7,273.90","7,240.30","7,291.40","7,157.20",0.46%
19/10/2011,"7,240.30","7,341.70","7,365.70","7,220.70",-1.38%
18/10/2011,"7,341.70","7,188.70","7,385.90","7,120.40",2.13%
17/10/2011,"7,188.70","7,350.50","7,350.50","7,178.20",-2.20%
14/10/2011,"7,350.50","7,229.10","7,351.90","7,229.10",1.68%
13/10/2011,"7,229.10","7,263.70","7,263.70","7,140.00",-0.48%
12/10/2011,"7,263.70","7,161.30","7,337.30","7,161.30",1.43%
11/10/2011,"7,161.30","7,173.40","7,178.50","7,103.00",-0.17%
10/10/2011,"7,173.40","6,925.80","7,173.40","6,844.20",3.58%
07/10/2011,"6,925.80","6,997.60","7,046.10","6,723.00",-1.03%
06/10/2011,"6,997.60","6,844.20","7,000.10","6,799.20",2.24%
05/10/2011,"6,844.20","6,723.00","6,856.90","6,674.30",1.80%
04/10/2011,"6,723.00","6,574.30","6,727.10","6,414.90",2.26%
03/10/2011,"6,574.30","6,791.60","6,819.10","6,570.50",-3.20%
30/09/2011,"6,791.60","6,974.90","6,974.90","6,791.60",-2.63%
29/09/2011,"6,974.90","6,876.90","7,051.40","6,853.90",1.43%
28/09/2011,"6,876.90","7,043.10","7,094.40","6,873.70",-2.36%
27/09/2011,"7,043.10","6,940.80","7,169.10","6,940.80",1.47%
26/09/2011,"6,940.80","6,770.70","6,945.70","6,733.30",2.51%
23/09/2011,"6,770.70","6,981.30","6,981.30","6,676.40",0.66%
22/09/2011,"6,726.60","7,217.10","7,217.10","6,641.30",-3.65%
21/09/2011,"6,981.30","7,217.10","7,227.10","6,979.30",-3.27%
20/09/2011,"7,217.50","7,348.20","7,348.20","7,206.70",-0.24%
19/09/2011,"7,234.60","7,329.10","7,348.20","7,146.50",-1.55%
16/09/2011,"7,348.20","7,199.10","7,385.10","7,199.10",0.26%
15/09/2011,"7,329.10","7,109.90","7,329.10","7,109.90",1.81%
14/09/2011,"7,199.10","7,047.10","7,273.10","7,033.50",1.25%
13/09/2011,"7,109.90","7,045.00","7,131.30","7,010.80",0.89%
12/09/2011,"7,047.10","7,257.40","7,257.40","6,894.70",0.03%
09/09/2011,"7,045.00","7,355.20","7,355.20","7,012.60",-2.93%
08/09/2011,"7,257.40","7,148.10","7,371.30","7,148.10",-1.33%
07/09/2011,"7,355.20","7,148.10","7,355.20","7,148.10",2.90%
06/09/2011,"7,148.10","7,443.50","7,443.50","7,005.40",-1.42%
02/09/2011,"7,250.70","7,528.40","7,528.40","7,229.40",-2.59%
01/09/2011,"7,443.50","7,528.40","7,584.70","7,440.60",-1.13%
31/08/2011,"7,528.40","7,450.30","7,587.10","7,450.30",0.86%
30/08/2011,"7,464.00","7,450.30","7,503.20","7,354.10",0.18%
29/08/2011,"7,450.30","7,149.70","7,450.60","7,149.70",2.82%
26/08/2011,"7,245.80","7,273.10","7,273.10","7,002.80",1.34%
25/08/2011,"7,149.70","7,273.10","7,342.00","7,128.70",-1.70%
24/08/2011,"7,273.10","6,980.60","7,277.60","6,980.60",0.88%
23/08/2011,"7,209.60","6,980.60","7,209.60","6,970.10",3.28%
22/08/2011,"6,980.60","6,970.10","7,124.80","6,967.50",0.15%
19/08/2011,"6,970.10","7,079.40","7,159.60","6,962.60",-1.54%
18/08/2011,"7,079.40","7,418.90","7,418.90","7,024.20",-4.58%
17/08/2011,"7,418.90","7,394.50","7,507.00","7,368.40",0.33%
16/08/2011,"7,394.50","7,482.70","7,482.70","7,303.90",-1.18%
15/08/2011,"7,482.70","7,303.90","7,482.90","7,303.90",2.45%
12/08/2011,"7,303.90","7,257.60","7,363.90","6,938.20",0.64%
11/08/2011,"7,257.60","6,938.20","7,336.40","6,938.20",4.60%
10/08/2011,"6,938.20","7,258.00","7,258.00","6,896.00",-4.41%
09/08/2011,"7,258.00","6,896.00","7,419.10","6,827.10",5.25%
08/08/2011,"6,896.00","7,419.10","7,428.40","6,891.00",-7.05%
05/08/2011,"7,419.10","7,428.40","7,853.20","7,218.80",-0.13%
04/08/2011,"7,428.40","7,853.20","7,853.20","7,422.90",-5.41%
03/08/2011,"7,853.20","7,832.00","8,040.90","7,698.90",0.27%
02/08/2011,"7,832.00","8,040.90","8,079.40","7,831.10",-2.60%
01/08/2011,"8,040.90","8,079.40","8,172.30","7,972.90",-0.48%
29/07/2011,"8,079.40","8,124.00","8,153.20","8,011.40",-0.55%
28/07/2011,"8,124.00","8,153.20","8,213.00","8,114.60",-0.36%
27/07/2011,"8,153.20","8,331.70","8,331.70","8,144.90",-2.14%
26/07/2011,"8,331.70","8,357.60","8,371.80","8,315.70",-0.31%
25/07/2011,"8,357.60","8,408.20","8,408.20","8,325.60",-0.60%
22/07/2011,"8,408.20","8,411.50","8,418.00","8,364.60",-0.04%
21/07/2011,"8,411.50","8,281.80","8,423.00","8,254.40",1.57%
20/07/2011,"8,281.80","8,254.40","8,301.80","8,135.50",0.33%
19/07/2011,"8,254.40","8,135.50","8,260.30","8,135.50",1.46%
18/07/2011,"8,135.50","8,227.00","8,227.00","8,081.50",-1.11%
15/07/2011,"8,227.00","8,191.10","8,237.50","8,178.00",0.44%
14/07/2011,"8,191.10","8,246.80","8,302.70","8,175.20",-0.68%
13/07/2011,"8,246.80","8,192.80","8,328.20","8,192.80",0.66%
12/07/2011,"8,192.80","8,228.70","8,273.40","8,191.10",-0.44%
11/07/2011,"8,228.70","8,410.20","8,410.20","8,211.20",-2.16%
08/07/2011,"8,410.20","8,476.10","8,476.10","8,350.30",-0.78%
07/07/2011,"8,476.10","8,396.50","8,496.40","8,396.50",0.95%
06/07/2011,"8,396.50","8,404.60","8,407.00","8,342.20",-0.10%
05/07/2011,"8,404.60","8,425.50","8,430.60","8,387.90",-0.25%
01/07/2011,"8,425.50","8,319.10","8,433.60","8,299.40",1.28%
30/06/2011,"8,319.10","8,228.50","8,327.70","8,228.50",1.10%
29/06/2011,"8,228.50","8,136.00","8,239.40","8,136.00",1.14%
28/06/2011,"8,136.00","8,031.10","8,136.10","8,031.10",1.31%
27/06/2011,"8,031.10","7,974.70","8,056.50","7,959.20",0.71%
24/06/2011,"7,974.70","8,054.10","8,062.10","7,966.70",-0.99%
23/06/2011,"8,054.10","8,101.80","8,101.80","7,927.10",-0.59%
22/06/2011,"8,101.80","8,156.30","8,177.00","8,099.90",-0.67%
21/06/2011,"8,156.30","8,032.20","8,169.70","8,032.20",1.55%
20/06/2011,"8,032.20","8,000.10","8,042.50","7,970.30",0.40%
17/06/2011,"8,000.10","7,963.60","8,048.60","7,963.60",0.46%
16/06/2011,"7,963.60","7,967.80","8,004.20","7,901.10",-0.05%
15/06/2011,"7,967.80","8,132.80","8,132.80","7,944.30",-2.03%
14/06/2011,"8,132.80","8,017.10","8,160.20","8,017.10",1.44%
13/06/2011,"8,017.10","8,016.40","8,061.20","7,973.50",0.01%
10/06/2011,"8,016.40","8,149.60","8,149.60","7,995.10",-1.63%
09/06/2011,"8,149.60","8,081.40","8,178.00","8,081.40",0.84%
08/06/2011,"8,081.40","8,131.70","8,132.80","8,068.20",-0.62%
07/06/2011,"8,131.70","8,115.90","8,199.50","8,115.90",0.19%
06/06/2011,"8,115.90","8,222.10","8,222.10","8,106.50",-1.29%
03/06/2011,"8,222.10","8,277.80","8,277.80","8,180.00",-0.67%
02/06/2011,"8,277.80","8,281.60","8,313.20","8,222.00",-0.05%
01/06/2011,"8,281.60","8,477.30","8,477.30","8,275.60",-2.31%
31/05/2011,"8,477.30","8,386.30","8,487.70","8,386.30",1.09%
27/05/2011,"8,386.30","8,341.70","8,411.10","8,341.70",0.53%
26/05/2011,"8,341.70","8,295.40","8,354.40","8,262.30",0.56%
25/05/2011,"8,295.40","8,252.50","8,324.10","8,226.20",0.52%
24/05/2011,"8,252.50","8,236.50","8,299.40","8,232.90",0.19%
23/05/2011,"8,236.50","8,357.50","8,357.50","8,208.70",-1.45%
20/05/2011,"8,357.50","8,428.00","8,428.00","8,328.50",-0.84%
19/05/2011,"8,428.00","8,407.50","8,448.30","8,378.30",0.24%
18/05/2011,"8,407.50","8,333.10","8,414.30","8,317.40",0.89%
17/05/2011,"8,333.10","8,336.60","8,341.80","8,262.40",-0.04%
16/05/2011,"8,336.60","8,371.70","8,425.60","8,325.50",-0.42%
13/05/2011,"8,371.70","8,456.20","8,462.50","8,335.10",-1.00%
12/05/2011,"8,456.20","8,428.10","8,475.90","8,350.50",0.33%
11/05/2011,"8,428.10","8,550.50","8,550.50","8,395.80",-1.43%
10/05/2011,"8,550.50","8,478.20","8,563.10","8,478.20",0.85%
09/05/2011,"8,478.20","8,397.40","8,491.60","8,397.40",0.62%
06/05/2011,"8,425.90","8,397.40","8,524.30","8,389.90",0.34%
05/05/2011,"8,397.40","8,506.60","8,506.60","8,358.10",-1.28%
04/05/2011,"8,506.60","8,584.70","8,584.70","8,471.50",-0.91%
03/05/2011,"8,584.70","8,649.60","8,649.60","8,539.70",-0.75%
02/05/2011,"8,649.60","8,671.40","8,718.20","8,634.30",-0.25%
29/04/2011,"8,671.40","8,639.70","8,678.10","8,631.30",0.37%
28/04/2011,"8,639.70","8,609.30","8,646.80","8,596.30",0.35%
27/04/2011,"8,609.30","8,555.00","8,619.50","8,521.40",0.63%
26/04/2011,"8,555.00","8,485.20","8,564.20","8,485.20",0.82%
25/04/2011,"8,485.20","8,504.40","8,506.00","8,459.70",-0.23%
21/04/2011,"8,504.40","8,457.60","8,504.40","8,457.60",0.55%
20/04/2011,"8,457.60","8,332.00","8,473.10","8,332.00",1.51%
19/04/2011,"8,332.00","8,277.10","8,332.50","8,277.10",0.66%
18/04/2011,"8,277.10","8,400.30","8,400.30","8,205.80",-1.47%
15/04/2011,"8,400.30","8,374.20","8,416.20","8,356.10",0.31%
14/04/2011,"8,374.20","8,367.30","8,385.10","8,297.20",0.08%
13/04/2011,"8,367.30","8,360.50","8,420.20","8,338.70",0.08%
12/04/2011,"8,360.50","8,445.80","8,445.80","8,331.00",-1.01%
11/04/2011,"8,445.80","8,483.90","8,515.10","8,422.90",-0.45%
08/04/2011,"8,483.90","8,489.30","8,545.80","8,451.10",-0.06%
07/04/2011,"8,489.30","8,508.20","8,528.20","8,454.60",-0.22%
06/04/2011,"8,508.20","8,488.40","8,530.70","8,484.40",0.23%
05/04/2011,"8,488.40","8,482.40","8,514.70","8,453.50",0.07%
04/04/2011,"8,482.40","8,469.30","8,503.80","8,460.60",0.15%
01/04/2011,"8,469.30","8,405.00","8,492.90","8,405.00",0.77%
31/03/2011,"8,405.00","8,416.70","8,429.30","8,395.90",-0.14%
30/03/2011,"8,416.70","8,345.40","8,432.20","8,345.40",0.85%
29/03/2011,"8,345.40","8,296.50","8,345.40","8,259.00",0.59%
28/03/2011,"8,296.50","8,321.80","8,358.00","8,296.50",-0.30%
25/03/2011,"8,321.80","8,311.60","8,359.30","8,301.40",0.12%
24/03/2011,"8,311.60","8,248.80","8,321.80","8,241.70",0.76%
23/03/2011,"8,248.80","8,228.40","8,266.20","8,171.30",0.25%
22/03/2011,"8,228.40","8,256.40","8,265.70","8,220.80",-0.34%
21/03/2011,"8,256.40","8,116.40","8,260.40","8,116.40",1.72%
18/03/2011,"8,116.40","8,064.90","8,161.20","8,064.90",0.64%
17/03/2011,"8,064.90","7,929.90","8,091.70","7,929.90",1.70%
16/03/2011,"7,929.90","8,092.10","8,092.10","7,873.30",-2.00%
15/03/2011,"8,092.10","8,194.00","8,194.00","7,933.80",-1.24%
14/03/2011,"8,194.00","8,248.50","8,248.50","8,124.00",-0.66%
11/03/2011,"8,248.50","8,200.10","8,270.70","8,164.40",0.59%
10/03/2011,"8,200.10","8,379.40","8,379.40","8,195.90",-2.14%
09/03/2011,"8,379.40","8,394.00","8,400.40","8,341.60",-0.17%
08/03/2011,"8,394.00","8,337.00","8,417.10","8,301.60",0.68%
07/03/2011,"8,337.00","8,413.00","8,455.50","8,305.70",-0.90%
04/03/2011,"8,413.00","8,465.50","8,467.70","8,361.90",-0.62%
03/03/2011,"8,465.50","8,338.80","8,470.40","8,338.80",1.52%
02/03/2011,"8,338.80","8,315.80","8,367.30","8,302.20",0.28%
01/03/2011,"8,315.90","8,438.50","8,466.00","8,314.70",-1.45%
28/02/2011,"8,438.50","8,378.10","8,447.90","8,378.10",0.72%
25/02/2011,"8,378.00","8,276.40","8,378.30","8,276.40",1.23%
24/02/2011,"8,276.30","8,292.90","8,318.50","8,212.70",-0.20%
23/02/2011,"8,292.90","8,325.90","8,351.20","8,242.10",-0.40%
22/02/2011,"8,325.90","8,507.90","8,507.90","8,307.40",-2.14%
18/02/2011,"8,507.90","8,497.40","8,520.30","8,483.10",0.12%
17/02/2011,"8,497.40","8,453.80","8,503.80","8,435.10",0.52%
16/02/2011,"8,453.80","8,383.80","8,457.90","8,383.80",0.84%
15/02/2011,"8,383.70","8,405.10","8,405.10","8,367.40",-0.25%
14/02/2011,"8,405.10","8,374.90","8,409.90","8,368.70",0.36%
11/02/2011,"8,374.90","8,337.10","8,386.40","8,292.90",0.45%
10/02/2011,"8,337.10","8,343.90","8,345.10","8,269.00",-0.08%
09/02/2011,"8,344.00","8,379.90","8,379.90","8,308.20",-0.43%
08/02/2011,"8,379.90","8,336.60","8,380.70","8,322.00",0.52%
07/02/2011,"8,336.60","8,288.50","8,356.70","8,288.50",0.58%
04/02/2011,"8,288.50","8,289.10","8,289.10","8,236.90",-0.01%
03/02/2011,"8,289.00","8,272.60","8,295.70","8,206.40",0.20%
02/02/2011,"8,272.60","8,290.10","8,300.80","8,262.20",-0.21%
01/02/2011,"8,290.10","8,139.20","8,296.00","8,139.20",1.85%
31/01/2011,"8,139.20","8,062.60","8,149.00","8,062.60",0.95%
28/01/2011,"8,062.60","8,207.10","8,210.20","8,055.20",-1.76%
27/01/2011,"8,207.10","8,193.60","8,222.50","8,176.40",0.16%
26/01/2011,"8,193.60","8,141.20","8,204.30","8,141.20",0.64%
25/01/2011,"8,141.10","8,157.40","8,157.40","8,081.30",-0.20%
24/01/2011,"8,157.40","8,105.70","8,163.00","8,097.90",0.64%
21/01/2011,"8,105.80","8,076.70","8,151.70","8,076.70",0.36%
20/01/2011,"8,076.70","8,104.90","8,104.90","8,015.20",-0.35%
19/01/2011,"8,104.90","8,190.90","8,200.20","8,088.90",-1.05%
18/01/2011,"8,190.90","8,174.10","8,194.70","8,165.60",0.21%
14/01/2011,"8,174.10","8,119.40","8,174.10","8,095.70",0.67%
13/01/2011,"8,119.40","8,123.00","8,148.90","8,101.50",-0.04%
12/01/2011,"8,123.00","8,018.80","8,126.80","8,018.80",1.30%
11/01/2011,"8,018.70","7,966.10","8,031.50","7,966.10",0.66%
10/01/2011,"7,966.10","7,980.30","7,980.30","7,909.30",-0.18%
07/01/2011,"7,980.30","8,000.90","8,021.90","7,921.10",-0.26%
06/01/2011,"8,000.90","8,040.00","8,049.60","7,984.00",-0.49%
05/01/2011,"8,040.00","8,022.20","8,044.40","7,970.20",0.22%
04/01/2011,"8,022.20","8,044.00","8,062.60","7,969.10",-0.27%
03/01/2011,"8,044.00","7,964.00","8,071.40","7,964.00",1.00%
31/12/2010,"7,964.00","7,951.90","7,982.60","7,938.10",0.15%
30/12/2010,"7,951.90","7,961.50","7,975.00","7,939.10",-0.12%
29/12/2010,"7,961.50","7,931.70","7,976.50","7,931.70",0.38%
28/12/2010,"7,931.70","7,920.90","7,939.80","7,916.00",0.14%
27/12/2010,"7,920.90","7,925.40","7,925.40","7,886.00",-0.06%
23/12/2010,"7,925.40","7,931.80","7,932.90","7,911.90",-0.08%
22/12/2010,"7,931.80","7,906.10","7,934.90","7,906.10",0.33%
21/12/2010,"7,906.10","7,847.00","7,912.80","7,847.00",0.75%
20/12/2010,"7,847.00","7,835.30","7,865.80","7,817.70",0.15%
17/12/2010,"7,835.30","7,840.20","7,840.80","7,796.70",-0.06%
16/12/2010,"7,840.20","7,798.20","7,842.30","7,780.70",0.53%
15/12/2010,"7,798.80","7,855.20","7,865.40","7,788.60",-0.72%
14/12/2010,"7,855.20","7,850.00","7,890.40","7,833.50",0.07%
13/12/2010,"7,850.00","7,823.30","7,887.10","7,823.30",0.34%
10/12/2010,"7,823.30","7,782.10","7,825.20","7,770.70",0.53%
09/12/2010,"7,782.10","7,750.30","7,793.90","7,744.30",0.41%
08/12/2010,"7,750.30","7,739.60","7,773.80","7,702.90",0.14%
07/12/2010,"7,739.60","7,740.80","7,825.80","7,736.80",-0.01%
06/12/2010,"7,740.70","7,751.60","7,754.60","7,714.90",-0.14%
03/12/2010,"7,751.60","7,712.30","7,755.80","7,692.10",0.51%
02/12/2010,"7,712.20","7,603.70","7,714.80","7,603.70",1.43%
01/12/2010,"7,603.70","7,430.90","7,609.50","7,430.90",2.33%
30/11/2010,"7,430.90","7,483.30","7,483.30","7,385.60",-0.70%
29/11/2010,"7,483.30","7,500.50","7,500.50","7,389.70",-0.23%
26/11/2010,"7,500.50","7,579.30","7,579.30","7,488.70",-1.04%
24/11/2010,"7,579.30","7,470.80","7,579.40","7,470.80",1.45%
23/11/2010,"7,470.80","7,610.30","7,610.30","7,448.00",-1.83%
22/11/2010,"7,610.30","7,641.10","7,641.10","7,526.90",-0.40%
19/11/2010,"7,641.10","7,619.90","7,641.60","7,557.20",0.28%
18/11/2010,"7,619.90","7,488.90","7,635.80","7,488.90",1.75%
17/11/2010,"7,488.80","7,472.70","7,519.90","7,464.50",0.22%
16/11/2010,"7,472.60","7,617.50","7,617.50","7,437.90",-1.90%
15/11/2010,"7,617.50","7,623.30","7,683.70","7,616.60",-0.07%
12/11/2010,"7,623.20","7,723.20","7,723.20","7,590.60",-1.29%
11/11/2010,"7,723.20","7,747.40","7,747.40","7,670.90",-0.31%
10/11/2010,"7,747.50","7,702.30","7,747.60","7,642.70",0.59%
09/11/2010,"7,702.30","7,782.20","7,815.50","7,674.00",-1.03%
08/11/2010,"7,782.20","7,800.60","7,800.60","7,736.00",-0.24%
05/11/2010,"7,800.70","7,782.40","7,817.20","7,767.70",0.24%
04/11/2010,"7,782.40","7,608.40","7,783.30","7,608.40",2.29%
03/11/2010,"7,608.40","7,582.10","7,608.40","7,513.80",0.35%
02/11/2010,"7,582.10","7,509.50","7,594.20","7,509.50",0.97%
01/11/2010,"7,509.20","7,513.40","7,579.00","7,468.00",-0.06%
29/10/2010,"7,513.40","7,504.90","7,521.10","7,483.20",0.11%
28/10/2010,"7,504.90","7,480.90","7,541.00","7,470.70",0.32%
27/10/2010,"7,480.90","7,530.70","7,530.70","7,417.40",-0.66%
26/10/2010,"7,530.80","7,546.40","7,546.40","7,483.50",-0.21%
25/10/2010,"7,546.40","7,523.00","7,615.20","7,523.00",0.31%
22/10/2010,"7,522.90","7,515.70","7,540.40","7,502.80",0.10%
21/10/2010,"7,515.70","7,523.80","7,586.20","7,460.10",-0.11%
20/10/2010,"7,523.80","7,423.60","7,549.10","7,423.60",1.35%
19/10/2010,"7,423.60","7,571.10","7,571.10","7,384.80",-1.95%
18/10/2010,"7,571.10","7,520.60","7,577.20","7,503.30",0.67%
15/10/2010,"7,520.60","7,546.60","7,579.60","7,478.70",-0.34%
14/10/2010,"7,546.60","7,561.50","7,582.90","7,502.00",-0.20%
13/10/2010,"7,561.50","7,489.70","7,596.40","7,489.70",0.96%
12/10/2010,"7,489.60","7,478.80","7,505.30","7,401.40",0.14%
11/10/2010,"7,479.00","7,478.40","7,498.00","7,458.90",0.01%
08/10/2010,"7,478.40","7,425.00","7,493.10","7,417.60",0.72%
07/10/2010,"7,425.00","7,448.30","7,476.30","7,384.90",-0.31%
06/10/2010,"7,448.30","7,434.20","7,461.50","7,422.80",0.19%
05/10/2010,"7,434.20","7,272.60","7,448.20","7,272.60",2.22%
04/10/2010,"7,272.50","7,335.90","7,339.70","7,240.20",-0.86%
01/10/2010,"7,335.90","7,281.10","7,350.60","7,281.10",0.75%
30/09/2010,"7,281.10","7,299.30","7,376.90","7,246.20",-0.25%
29/09/2010,"7,299.30","7,310.30","7,324.60","7,270.10",-0.15%
28/09/2010,"7,310.30","7,263.40","7,321.10","7,198.90",0.65%
27/09/2010,"7,263.40","7,301.00","7,305.90","7,262.30",-0.51%
24/09/2010,"7,301.00","7,141.60","7,302.20","7,141.60",2.23%
23/09/2010,"7,141.50","7,210.80","7,212.60","7,128.20",-0.96%
22/09/2010,"7,210.90","7,246.00","7,281.20","7,193.80",-0.48%
21/09/2010,"7,245.90","7,266.00","7,298.60","7,212.70",-0.28%
20/09/2010,"7,266.00","7,154.70","7,277.70","7,154.70",1.56%
17/09/2010,"7,154.60","7,169.50","7,197.50","7,136.40",-0.21%
16/09/2010,"7,169.50","7,179.80","7,179.80","7,138.70",-0.14%
15/09/2010,"7,179.80","7,162.10","7,186.40","7,114.50",0.25%
14/09/2010,"7,162.10","7,156.20","7,200.40","7,119.40",0.08%
13/09/2010,"7,156.20","7,067.50","7,167.40","7,067.50",1.26%
10/09/2010,"7,067.50","7,034.40","7,075.60","7,034.40",0.47%
09/09/2010,"7,034.40","7,000.00","7,080.30","7,000.00",0.49%
08/09/2010,"6,999.90","6,959.90","7,033.90","6,959.90",0.57%
07/09/2010,"6,959.90","7,055.20","7,055.20","6,955.50",-1.35%
03/09/2010,"7,055.00","6,966.30","7,063.20","6,966.30",1.27%
02/09/2010,"6,966.20","6,911.00","6,966.40","6,905.10",0.80%
01/09/2010,"6,911.00","6,704.20","6,915.70","6,704.20",3.09%
31/08/2010,"6,704.10","6,695.20","6,744.40","6,652.30",0.13%
30/08/2010,"6,695.30","6,794.90","6,794.90","6,694.70",-1.47%
27/08/2010,"6,794.90","6,665.30","6,797.40","6,631.30",1.94%
26/08/2010,"6,665.30","6,696.20","6,755.20","6,651.20",-0.46%
25/08/2010,"6,696.10","6,681.00","6,716.50","6,594.90",0.23%
24/08/2010,"6,681.00","6,784.90","6,784.90","6,639.30",-1.53%
23/08/2010,"6,785.00","6,813.20","6,875.90","6,785.00",-0.41%
20/08/2010,"6,813.10","6,850.40","6,850.40","6,760.40",-0.54%
19/08/2010,"6,850.40","6,968.00","6,968.00","6,821.90",-1.69%
18/08/2010,"6,968.10","6,959.80","6,999.70","6,918.40",0.12%
17/08/2010,"6,959.80","6,871.60","7,001.10","6,871.60",1.28%
16/08/2010,"6,871.60","6,860.90","6,890.10","6,812.50",0.15%
13/08/2010,"6,861.00","6,881.80","6,908.70","6,858.80",-0.30%
12/08/2010,"6,881.90","6,902.70","6,902.70","6,841.30",-0.30%
11/08/2010,"6,902.70","7,139.70","7,139.70","6,897.50",-3.32%
10/08/2010,"7,139.80","7,188.20","7,188.20","7,068.40",-0.67%
09/08/2010,"7,188.30","7,153.80","7,196.50","7,147.80",0.48%
06/08/2010,"7,153.70","7,174.20","7,174.20","7,068.30",-0.29%
05/08/2010,"7,174.30","7,182.10","7,182.10","7,134.40",-0.11%
04/08/2010,"7,182.10","7,147.00","7,190.80","7,136.20",0.49%
03/08/2010,"7,147.00","7,174.80","7,181.80","7,113.60",-0.39%
02/08/2010,"7,174.90","6,999.10","7,183.10","6,999.10",2.51%
30/07/2010,"6,999.00","6,994.60","7,024.30","6,910.80",0.06%
29/07/2010,"6,994.60","6,999.20","7,081.40","6,939.40",-0.07%
28/07/2010,"6,999.20","7,045.00","7,051.60","6,979.50",-0.65%
27/07/2010,"7,045.00","7,046.10","7,092.60","7,015.10",-0.01%
26/07/2010,"7,046.00","6,965.10","7,046.00","6,954.40",1.16%
23/07/2010,"6,965.10","6,901.90","6,971.40","6,864.80",0.92%
22/07/2010,"6,901.90","6,731.20","6,919.90","6,731.20",2.54%
21/07/2010,"6,731.20","6,820.10","6,852.90","6,701.30",-1.30%
20/07/2010,"6,820.00","6,739.40","6,823.10","6,654.20",1.19%
19/07/2010,"6,739.60","6,709.50","6,760.60","6,679.50",0.45%
16/07/2010,"6,709.50","6,916.70","6,916.70","6,699.80",-3.00%
15/07/2010,"6,916.80","6,903.40","6,927.70","6,814.60",0.19%
14/07/2010,"6,903.40","6,907.80","6,928.60","6,853.50",-0.06%
13/07/2010,"6,907.80","6,794.40","6,929.90","6,794.40",1.67%
12/07/2010,"6,794.50","6,808.70","6,811.90","6,744.10",-0.21%
09/07/2010,"6,808.70","6,755.80","6,809.50","6,737.60",0.78%
08/07/2010,"6,755.80","6,685.80","6,757.00","6,679.80",1.05%
07/07/2010,"6,685.80","6,486.10","6,688.90","6,486.10",3.08%
06/07/2010,"6,486.10","6,434.80","6,585.10","6,428.20",0.80%
02/07/2010,"6,434.80","6,462.10","6,509.60","6,396.90",-0.42%
01/07/2010,"6,462.00","6,469.60","6,502.80","6,355.80",-0.12%
30/06/2010,"6,469.60","6,520.20","6,574.50","6,454.30",-0.77%
29/06/2010,"6,520.10","6,735.60","6,735.60","6,482.30",-3.21%
28/06/2010,"6,736.60","6,763.90","6,794.10","6,724.60",-0.40%
25/06/2010,"6,763.90","6,730.20","6,792.60","6,689.30",0.50%
24/06/2010,"6,730.20","6,850.00","6,850.00","6,719.50",-1.75%
23/06/2010,"6,850.10","6,858.90","6,893.50","6,794.10",-0.13%
22/06/2010,"6,858.90","6,978.90","7,003.40","6,853.50",-1.72%
21/06/2010,"6,978.90","6,988.20","7,088.80","6,947.30",-0.13%
18/06/2010,"6,988.20","6,982.00","7,009.60","6,965.10",0.09%
17/06/2010,"6,982.00","6,976.10","6,998.50","6,918.90",0.08%
16/06/2010,"6,976.10","6,989.90","7,002.00","6,922.70",-0.20%
15/06/2010,"6,989.90","6,818.00","6,991.40","6,818.00",2.52%
14/06/2010,"6,818.00","6,814.80","6,922.90","6,811.80",0.05%
11/06/2010,"6,814.80","6,783.50","6,815.70","6,726.40",0.46%
10/06/2010,"6,783.50","6,559.80","6,787.80","6,559.80",3.41%
09/06/2010,"6,559.70","6,596.10","6,702.10","6,539.20",-0.55%
08/06/2010,"6,596.10","6,512.40","6,602.40","6,469.50",1.29%
07/06/2010,"6,512.40","6,600.20","6,643.50","6,509.70",-1.33%
04/06/2010,"6,600.30","6,860.30","6,860.30","6,575.70",-3.79%
03/06/2010,"6,860.40","6,839.60","6,891.00","6,790.20",0.30%
02/06/2010,"6,839.60","6,661.10","6,840.10","6,661.10",2.68%
01/06/2010,"6,661.10","6,791.40","6,828.80","6,659.00",-1.92%
28/05/2010,"6,791.60","6,893.30","6,893.30","6,764.70",-1.48%
